Name;Type;RA;Declinaison;Const;Hubble
NGC4062;G;12:04:03.83;+31:53:44.9;UMa;SABc
NGC4063;G;12:04:05.99;+01:50:49.1;Vir;S0-a
NGC4064;G;12:04:11.16;+18:26:36.3;Com;SBa
NGC4065;Dup;12:04:06.17;+20:14:06.3;Com;
NGC4066;G;12:04:09.42;+20:20:52.6;Com;E
NGC4067;G;12:04:11.54;+10:51:15.8;Vir;SBb
NGC4068;G;12:04:00.78;+52:35:17.8;UMa;I
NGC4069;G;12:04:06.04;+20:19:25.6;Com;E
NGC4070;G;12:04:11.30;+20:24:35.4;Com;E
NGC4071;PN;12:04:15.77;-67:18:36.4;Mus;
NGC4072;G;12:04:13.84;+20:12:35.0;Com;S0
NGC4073;G;12:04:27.07;+01:53:45.5;Vir;E
NGC4074;G;12:04:29.68;+20:18:58.4;Com;S0-a
NGC4075;G;12:04:37.83;+02:04:21.1;Vir;S0-a
NGC4076;G;12:04:32.52;+20:12:17.8;Com;Sb
NGC4077;G;12:04:38.05;+01:47:15.8;Vir;S0
NGC4078;G;12:04:47.64;+10:35:44.1;Vir;S0
NGC4079;G;12:04:49.85;-02:22:56.6;Vir;SABb
NGC4080;G;12:04:51.83;+26:59:33.1;Com;SBm
NGC4081;G;12:04:33.91;+64:26:12.3;UMa;Sa
NGC4082;G;12:05:11.45;+10:40:14.2;Vir;Sb
NGC4083;G;12:05:14.05;+10:36:47.6;Vir;S0
NGC4084;G;12:05:15.26;+21:12:52.0;Com;E
NGC4085;G;12:05:22.71;+50:21:10.6;UMa;SABc
NGC4086;G;12:05:29.37;+20:14:48.3;Com;S0
NGC4087;G;12:05:35.33;-26:31:21.5;Hya;E-S0
NGC4088;G;12:05:34.19;+50:32:20.5;UMa;SABc
NGC4089;G;12:05:37.43;+20:33:20.6;Com;E
NGC4090;G;12:05:27.92;+20:18:31.5;Com;Sab
NGC4091;G;12:05:40.09;+20:33:20.6;Com;Sb
NGC4092;G;12:05:50.11;+20:28:37.2;Com;Sab
NGC4093;G;12:05:51.47;+20:31:19.1;Com;E
NGC4094;G;12:05:53.96;-14:31:35.1;Crv;Sc
NGC4095;G;12:05:54.22;+20:34:21.1;Com;E
NGC4096;G;12:06:01.13;+47:28:42.4;UMa;SABc
NGC4097;G;12:06:02.51;+36:51:49.2;UMa;S0
NGC4098;GPair;12:06:03.90;+20:36:22.0;Com;
NGC4098 NED01;G;12:06:03.58;+20:36:29.1;Com;Sab
NGC4098 NED02;G;12:06:04.22;+20:36:14.1;Com;Sb
NGC4099;Dup;12:06:03.90;+20:36:22.0;Com;
NGC4100;G;12:06:08.45;+49:34:57.7;UMa;Sbc
NGC4101;G;12:06:10.57;+25:33:25.2;Com;S0-a
NGC4102;G;12:06:22.99;+52:42:39.9;UMa;SABb
NGC4103;OCl;12:06:39.57;-61:15:00.3;Cru;
NGC4104;G;12:06:38.97;+28:10:27.1;Com;S0
NGC4105;G;12:06:40.77;-29:45:36.8;Hya;E
NGC4106;G;12:06:44.80;-29:46:05.9;Hya;S0-a
NGC4107;Dup;12:04:47.64;+10:35:44.1;Vir;
NGC4108;G;12:06:44.57;+67:09:47.1;Dra;Sc
NGC4108A;G;12:05:49.66;+67:15:07.5;Dra;Sbc
NGC4108B;G;12:07:11.62;+67:14:06.6;Dra;Scd
NGC4109;G;12:06:51.12;+42:59:44.3;CVn;Sa
NGC4110;G;12:07:03.45;+18:31:54.2;Com;SBb
NGC4111;G;12:07:03.13;+43:03:56.6;CVn;S0-a
NGC4112;G;12:07:09.47;-40:12:29.4;Cen;Sb
NGC4113;G;12:07:08.48;+32:59:45.2;Com;SBa
NGC4114;G;12:07:12.29;-14:11:07.7;Crv;SABa
NGC4115;*;12:07:09.55;+14:24:23.6;Com;
NGC4116;G;12:07:37.15;+02:41:25.8;Vir;SBcd
NGC4117;G;12:07:46.11;+43:07:34.9;CVn;S0
NGC4118;G;12:07:52.87;+43:06:39.8;CVn;S0-a
NGC4119;G;12:08:09.62;+10:22:44.0;Vir;S0-a
NGC4120;G;12:08:31.02;+69:32:41.4;Dra;Sc
NGC4121;G;12:07:56.63;+65:06:50.2;Dra;E
NGC4122;Dup;12:07:08.48;+32:59:45.2;Com;
NGC4123;G;12:08:11.11;+02:52:41.8;Vir;Sc
NGC4124;Dup;12:08:09.62;+10:22:44.0;Vir;
NGC4125;G;12:08:06.02;+65:10:26.9;Dra;E
NGC4126;G;12:08:37.44;+16:08:34.0;Com;S0
NGC4127;G;12:08:26.36;+76:48:14.5;Cam;Sc
NGC4128;G;12:08:32.33;+68:46:03.4;Dra;S0
NGC4129;G;12:08:53.22;-09:02:11.4;Vir;SBab
NGC4130;Dup;12:08:53.22;-09:02:11.4;Vir;
NGC4131;G;12:08:47.29;+29:18:17.2;Com;S0-a
NGC4132;G;12:09:01.40;+29:15:00.4;Com;Sab
NGC4133;G;12:08:49.96;+74:54:15.5;Dra;SABb
NGC4134;G;12:09:10.01;+29:10:36.9;Com;Sb
NGC4135;G;12:09:08.81;+44:00:11.5;CVn;SABb
NGC4136;G;12:09:17.69;+29:55:39.4;Com;Sc
NGC4137;G;12:09:17.51;+44:05:24.6;CVn;Sc
NGC4138;G;12:09:29.78;+43:41:07.1;CVn;S0-a
NGC4139;G;12:04:34.03;+01:48:05.8;Vir;S0
NGC4140;Dup;12:04:38.05;+01:47:15.8;Vir;
NGC4141;G;12:09:47.32;+58:50:57.1;UMa;Sc
NGC4142;G;12:09:30.19;+53:06:17.8;UMa;SBcd
NGC4143;G;12:09:36.06;+42:32:03.0;CVn;S0
NGC4144;G;12:09:58.60;+46:27:25.8;UMa;SABc
NGC4145;G;12:10:01.52;+39:53:01.9;CVn;Scd
NGC4146;G;12:10:18.26;+26:25:50.7;Com;Sab
NGC4147;GCl;12:10:06.17;+18:32:31.7;Com;
NGC4148;G;12:10:07.97;+35:52:39.4;CVn;S0-a
NGC4149;G;12:10:32.84;+58:18:14.9;UMa;SABb
NGC4150;G;12:10:33.65;+30:24:05.5;Com;S0
NGC4151;G;12:10:32.58;+39:24:20.6;CVn;Sab
NGC4152;G;12:10:37.50;+16:01:58.5;Com;SABc
NGC4153;Dup;12:10:06.17;+18:32:31.7;Com;
NGC4154;Dup;12:10:32.84;+58:18:14.9;UMa;
NGC4155;G;12:10:45.69;+19:02:27.0;Com;E
NGC4156;G;12:10:49.61;+39:28:21.8;CVn;Sb
NGC4157;G;12:11:04.37;+50:29:04.8;UMa;SABb
NGC4158;G;12:11:10.17;+20:10:32.4;Com;SABb
NGC4159;G;12:10:53.62;+76:07:33.1;Dra;Scd
NGC4160;**;12:12:01.74;+43:44:08.1;CVn;
NGC4161;G;12:11:33.46;+57:44:15.0;UMa;Sbc
NGC4162;G;12:11:52.47;+24:07:25.2;Com;Sbc
NGC4163;G;12:12:09.16;+36:10:09.1;CVn;I
NGC4164;G;12:12:05.46;+13:12:20.3;Vir;E
NGC4165;G;12:12:11.80;+13:14:47.5;Vir;SABa
NGC4166;G;12:12:09.56;+17:45:25.3;Com;S0
NGC4167;Dup;12:12:09.16;+36:10:09.1;CVn;
NGC4168;G;12:12:17.27;+13:12:18.7;Vir;E
NGC4169;G;12:12:18.78;+29:10:45.9;Com;S0
NGC4170;*;12:12:13.24;+29:10:00.5;Com;
NGC4171;*;12:12:38.39;+29:13:28.2;Com;
NGC4172;G;12:12:14.89;+56:10:39.2;UMa;Sab
NGC4173;G;12:12:21.46;+29:12:25.4;Com;SBcd
NGC4174;G;12:12:26.89;+29:08:57.2;Com;S0-a
NGC4175;G;12:12:31.05;+29:10:06.4;Com;SBb
NGC4176;G;12:12:36.83;-09:09:37.7;Vir;Sb
NGC4177;G;12:12:41.26;-14:00:52.4;Crv;Sc
NGC4178;G;12:12:46.45;+10:51:57.5;Vir;Scd
NGC4179;G;12:12:52.11;+01:17:58.9;Vir;S0
NGC4180;G;12:13:03.05;+07:02:20.2;Vir;SABa
NGC4181;G;12:12:48.99;+52:54:11.9;UMa;E
NGC4182;Dup;12:13:03.05;+07:02:20.2;Vir;
NGC4183;G;12:13:16.88;+43:41:54.9;CVn;Sc
NGC4184;OCl;12:13:32.59;-62:43:17.1;Cru;
NGC4185;G;12:13:22.20;+28:30:39.5;Com;SBbc
NGC4186;G;12:14:06.53;+14:43:32.9;Com;Sab
NGC4187;G;12:13:29.28;+50:44:29.4;CVn;E
NGC4188;G;12:14:07.36;-12:35:09.6;Crv;Sb
NGC4189;G;12:13:47.27;+13:25:29.3;Com;Sc
NGC4190;G;12:13:44.77;+36:38:02.5;CVn;IB
NGC4191;G;12:13:50.40;+07:12:03.2;Vir;S0
NGC4192;G;12:13:48.29;+14:54:01.2;Com;SABb
NGC4193;G;12:13:53.59;+13:10:22.3;Vir;SABb
NGC4194;G;12:14:09.47;+54:31:36.6;UMa;SBm
NGC4195;G;12:14:18.08;+59:36:55.6;UMa;Sc
NGC4196;G;12:14:29.75;+28:25:24.4;Com;S0
NGC4197;G;12:14:38.55;+05:48:20.6;Vir;SABc
NGC4198;G;12:14:22.05;+56:00:41.2;UMa;S0-a
NGC4199;GPair;12:14:50.20;+59:54:27.0;UMa;
NGC4199A;G;12:14:48.63;+59:54:22.3;UMa;E?
NGC4199B;G;12:14:51.70;+59:54:30.2;UMa;S0-a
NGC4200;G;12:14:44.23;+12:10:50.7;Vir;S0
NGC4201;G;12:14:41.86;-11:34:58.3;Vir;S0
NGC4202;G;12:18:08.55;-01:03:50.8;Vir;SABb
NGC4203;G;12:15:05.06;+33:11:50.4;Com;E-S0
NGC4204;G;12:15:14.44;+20:39:30.9;Com;SBd
NGC4205;G;12:14:55.54;+63:46:58.0;Dra;SBc
NGC4206;G;12:15:16.81;+13:01:26.3;Vir;Sbc
NGC4207;G;12:15:30.50;+09:35:05.6;Vir;Sd
NGC4208;G;12:15:39.36;+13:54:05.4;Com;Sc
NGC4209;*;12:15:25.82;+28:28:06.3;Com;
NGC4210;G;12:15:15.83;+65:59:07.2;Dra;Sb
NGC4211;G;12:15:35.85;+28:10:39.5;Com;S0-a
NGC4211A;G;12:15:37.32;+28:10:10.7;Com;S0-a
NGC4212;Dup;12:15:39.36;+13:54:05.4;Com;
NGC4213;G;12:15:37.56;+23:58:54.8;Com;E
NGC4214;G;12:15:39.17;+36:19:36.8;CVn;I
NGC4215;G;12:15:54.54;+06:24:04.1;Vir;S0-a
NGC4216;G;12:15:54.44;+13:08:57.8;Vir;SABb
NGC4217;G;12:15:50.90;+47:05:30.4;CVn;Sb
NGC4218;G;12:15:46.41;+48:07:51.0;CVn;SABa
NGC4219;G;12:16:27.32;-43:19:27.3;Cen;Sbc
NGC4219A;G;12:17:59.89;-43:32:24.1;Cen;SBc
NGC4220;G;12:16:11.71;+47:52:59.7;CVn;S0-a
NGC4221;G;12:15:59.86;+66:13:50.9;Dra;S0-a
NGC4222;G;12:16:22.52;+13:18:25.4;Com;Scd
NGC4223;G;12:17:25.81;+06:41:24.3;Vir;S0-a
NGC4224;G;12:16:33.79;+07:27:43.5;Vir;SABa
NGC4225;G;12:16:38.37;-12:19:39.6;Crv;S0-a
NGC4226;G;12:16:26.28;+47:01:30.7;CVn;SBa
NGC4227;G;12:16:33.70;+33:31:19.4;CVn;S0-a
NGC4228;Dup;12:15:39.17;+36:19:36.8;CVn;
NGC4229;G;12:16:38.79;+33:33:39.2;CVn;S0
NGC4230;OCl;12:17:09.37;-55:17:10.1;Cen;
NGC4231;G;12:16:48.87;+47:27:26.6;CVn;S0-a
NGC4232;G;12:16:49.03;+47:26:19.7;CVn;Sb
NGC4233;G;12:17:07.68;+07:37:27.8;Vir;S0
NGC4234;G;12:17:09.16;+03:40:59.0;Vir;Sm
NGC4235;G;12:17:09.88;+07:11:29.7;Vir;Sa
NGC4236;G;12:16:42.12;+69:27:45.3;Dra;SBd
NGC4237;G;12:17:11.42;+15:19:26.3;Com;SABb
NGC4238;G;12:16:55.80;+63:24:35.7;Dra;SABc
NGC4239;G;12:17:14.93;+16:31:53.0;Com;E
NGC4240;G;12:17:24.36;-09:57:05.9;Vir;E
NGC4241;G;12:17:59.90;+06:39:15.1;Vir;Sc
NGC4242;G;12:17:30.18;+45:37:09.5;CVn;Sd
NGC4243;Dup;12:17:24.36;-09:57:05.9;Vir;
NGC4244;G;12:17:29.66;+37:48:25.6;CVn;Sc
NGC4245;G;12:17:36.77;+29:36:28.8;Com;S0-a
NGC4246;G;12:17:58.12;+07:11:09.3;Vir;Sc
NGC4247;G;12:17:58.08;+07:16:26.2;Vir;SABa
NGC4248;G;12:17:49.85;+47:24:33.1;CVn;SBm
NGC4249;G;12:17:59.39;+05:35:54.9;Vir;E-S0
NGC4250;G;12:17:26.27;+70:48:09.3;Dra;S0-a
NGC4251;G;12:18:08.25;+28:10:31.4;Com;S0
NGC4252;G;12:18:30.89;+05:33:34.1;Vir;Sbc
NGC4253;G;12:18:26.51;+29:48:46.3;Com;SBa
NGC4254;G;12:18:49.60;+14:24:59.4;Com;Sc
NGC4255;G;12:18:56.15;+04:47:10.1;Vir;S0
NGC4256;G;12:18:43.09;+65:53:53.7;Dra;Sb
NGC4257;G;12:19:06.47;+05:43:33.5;Vir;Sab
NGC4258;G;12:18:57.50;+47:18:14.3;CVn;Sbc
NGC4259;G;12:19:22.21;+05:22:35.0;Vir;S0
NGC4260;G;12:19:22.24;+06:05:55.2;Vir;SBa
NGC4261;G;12:19:23.22;+05:49:30.8;Vir;E
NGC4262;G;12:19:30.57;+14:52:39.6;Com;E-S0
NGC4263;G;12:19:42.20;-12:13:32.0;Crv;SABb
NGC4264;G;12:19:35.76;+05:50:48.3;Vir;S0-a
NGC4265;Dup;12:19:42.20;-12:13:32.0;Crv;
NGC4266;G;12:19:42.30;+05:32:17.8;Vir;SBa
NGC4267;G;12:19:45.24;+12:47:53.8;Vir;E-S0
NGC4268;G;12:19:47.22;+05:17:01.6;Vir;S0-a
NGC4269;G;12:19:49.19;+06:00:53.9;Vir;S0-a
NGC4270;G;12:19:49.47;+05:27:48.4;Vir;S0
NGC4271;G;12:19:32.60;+56:44:11.7;UMa;E-S0
NGC4272;G;12:19:47.64;+30:20:20.7;Com;E
NGC4273;G;12:19:56.08;+05:20:36.0;Vir;Sc
NGC4274;G;12:19:50.59;+29:36:52.1;Com;SBab
NGC4275;G;12:19:52.58;+27:37:15.6;Com;SABb
NGC4276;G;12:20:07.48;+07:41:30.7;Vir;Sc
NGC4277;G;12:20:03.72;+05:20:28.9;Vir;S0-a
NGC4278;G;12:20:06.82;+29:16:50.7;Com;E
NGC4279;G;12:20:25.00;-11:39:59.8;Vir;S0-a
NGC4280;Other;12:20:31.90;-11:39:08.8;Vir;
NGC4281;G;12:20:21.52;+05:23:11.0;Vir;S0-a
NGC4282;G;12:20:24.31;+05:34:22.2;Vir;S0-a
NGC4283;G;12:20:20.85;+29:18:39.4;Com;E
NGC4284;G;12:20:12.62;+58:05:34.4;UMa;Sbc
NGC4285;G;12:20:39.80;-11:38:30.9;Vir;Sa
NGC4286;G;12:20:42.09;+29:20:45.2;Com;Sa
NGC4287;G;12:20:48.50;+05:38:23.6;Vir;Sbc
NGC4288;G;12:20:38.11;+46:17:30.0;CVn;SBcd
NGC4288A;G;12:20:40.57;+46:15:19.6;CVn;S0-a
NGC4289;G;12:21:02.25;+03:43:19.7;Vir;SBc
NGC4290;G;12:20:47.53;+58:05:33.0;UMa;Sb
NGC4291;G;12:20:18.20;+75:22:15.0;Dra;E
NGC4292;G;12:21:16.46;+04:35:44.5;Vir;S0
NGC4293;G;12:21:12.89;+18:22:56.6;Com;S0-a
NGC4294;G;12:21:17.83;+11:30:37.6;Vir;SBc
NGC4295;G;12:21:09.78;+28:09:54.4;Com;S0-a
NGC4296;G;12:21:28.39;+06:39:12.8;Vir;S0
NGC4297;G;12:21:27.41;+06:40:15.7;Vir;S0-a
NGC4298;G;12:21:32.76;+14:36:22.2;Com;Sc
NGC4299;G;12:21:40.55;+11:29:59.7;Vir;SABd
NGC4300;G;12:21:41.47;+05:23:05.3;Vir;Sa
NGC4301;G;12:22:27.21;+04:33:58.6;Vir;Sc
NGC4302;G;12:21:42.48;+14:35:53.9;Com;Sc
NGC4303;G;12:21:54.90;+04:28:25.1;Vir;Sbc
NGC4303A;Dup;12:22:27.21;+04:33:58.6;Vir;
NGC4304;G;12:22:12.72;-33:29:04.2;Hya;Sbc
NGC4305;G;12:22:03.60;+12:44:27.3;Vir;Sa
NGC4306;G;12:22:04.11;+12:47:14.9;Vir;S0
NGC4307;G;12:22:05.68;+09:02:37.1;Vir;SBb
NGC4307A;G;12:22:07.32;+08:59:26.0;Vir;SABc
NGC4308;G;12:21:56.85;+30:04:27.7;Com;E
NGC4309;G;12:22:12.38;+07:08:39.5;Vir;S0-a
NGC4310;G;12:22:26.30;+29:12:32.5;Com;S0-a
NGC4311;**;12:22:26.85;+29:08:45.4;Com;
NGC4312;G;12:22:31.36;+15:32:16.5;Com;Sab
NGC4313;G;12:22:38.54;+11:48:03.4;Vir;Sab
NGC4314;G;12:22:31.82;+29:53:45.2;Com;Sa
NGC4315;*;12:22:45.14;+09:18:19.4;Vir;
NGC4316;G;12:22:42.24;+09:19:56.9;Vir;Sc
NGC4317;Other;12:22:41.98;+31:02:16.3;Com;
NGC4318;G;12:22:43.29;+08:11:53.8;Vir;E
NGC4319;G;12:21:43.87;+75:19:21.3;Dra;SBab
NGC4320;G;12:22:57.72;+10:32:54.0;Vir;Sbc
NGC4321;G;12:22:54.83;+15:49:18.5;Com;SABb
NGC4322;*;12:22:41.89;+15:54:11.8;Com;
NGC4323;G;12:23:01.73;+15:54:20.1;Com;S0
NGC4324;G;12:23:06.18;+05:15:01.2;Vir;S0-a
NGC4325;G;12:23:06.68;+10:37:16.3;Vir;E
NGC4326;G;12:23:11.63;+06:04:19.7;Vir;Sab
NGC4327;*;12:23:07.51;+15:44:11.4;Com;
NGC4328;G;12:23:20.03;+15:49:13.4;Com;E-S0
NGC4329;G;12:23:20.71;-12:33:31.0;Crv;E
NGC4330;G;12:23:17.25;+11:22:04.7;Vir;Sc
NGC4331;G;12:22:35.96;+76:10:20.9;Dra;I
NGC4332;G;12:22:46.76;+65:50:37.6;Dra;SBa
NGC4333;G;12:23:22.27;+06:02:26.6;Vir;SBab
NGC4334;G;12:23:23.88;+07:28:23.5;Vir;Sab
NGC4335;G;12:23:01.88;+58:26:40.4;UMa;E
NGC4336;G;12:23:29.83;+19:25:36.9;Com;S0-a
NGC4337;OCl;12:24:03.31;-58:07:25.6;Cru;
NGC4338;Dup;12:22:26.30;+29:12:32.5;Com;
NGC4339;G;12:23:34.95;+06:04:54.3;Vir;E
NGC4340;G;12:23:35.29;+16:43:20.5;Com;S0-a
NGC4341;G;12:23:53.56;+07:06:25.6;Vir;S0
NGC4342;G;12:23:39.00;+07:03:14.4;Vir;E-S0
NGC4343;G;12:23:38.70;+06:57:14.7;Vir;Sb
NGC4344;G;12:23:37.47;+17:32:27.1;Com;S0
NGC4345;Dup;12:21:43.87;+75:19:21.3;Dra;
NGC4346;G;12:23:27.94;+46:59:37.8;CVn;S0
NGC4347;*;12:23:52.44;-03:14:25.5;Vir;
NGC4348;G;12:23:53.99;-03:26:34.5;Vir;Sbc
NGC4349;OCl;12:24:06.04;-61:52:13.6;Cru;
NGC4350;G;12:23:57.87;+16:41:36.3;Com;S0
NGC4351;G;12:24:01.50;+12:12:17.2;Vir;SBb
NGC4352;G;12:24:05.02;+11:13:05.0;Vir;S0
NGC4353;G;12:24:00.26;+07:47:06.7;Vir;IB
NGC4354;Dup;12:24:01.50;+12:12:17.2;Vir;
NGC4355;G;12:26:54.62;-00:52:39.4;Vir;SABa
NGC4356;G;12:24:14.53;+08:32:09.1;Vir;Sc
NGC4357;G;12:23:58.82;+48:46:46.1;CVn;Sbc
NGC4358;G;12:24:02.02;+58:23:06.8;UMa;S0
NGC4359;G;12:24:11.17;+31:31:19.0;Com;SBc
NGC4360;G;12:24:21.70;+09:17:34.0;Vir;E
NGC4360B;G;12:24:14.72;+09:16:00.7;Vir;S?
NGC4361;PN;12:24:30.76;-18:47:05.4;Crv;
NGC4362;G;12:24:11.26;+58:21:38.4;UMa;S0-a
NGC4363;G;12:23:28.40;+74:57:08.0;Dra;Sb
NGC4364;Dup;12:24:11.26;+58:21:38.4;UMa;
NGC4365;G;12:24:28.28;+07:19:03.6;Vir;E
NGC4366;G;12:24:47.01;+07:21:10.9;Vir;E
NGC4367;**;12:24:35.14;+12:10:56.3;Vir;
NGC4368;Dup;12:23:06.68;+10:37:16.3;Vir;
NGC4369;G;12:24:36.20;+39:22:58.8;CVn;SBa
NGC4370;G;12:24:54.90;+07:26:41.6;Vir;SBa
NGC4371;G;12:24:55.43;+11:42:15.2;Vir;S0-a
NGC4372;GCl;12:25:45.38;-72:39:32.7;Mus;
NGC4373;G;12:25:17.82;-39:45:35.0;Cen;E-S0
NGC4373A;G;12:25:37.73;-39:19:10.8;Cen;S0
NGC4373B;G;12:26:43.78;-39:08:03.2;Cen;SBd
NGC4374;G;12:25:03.74;+12:53:13.1;Vir;E
NGC4375;G;12:25:00.47;+28:33:31.0;Com;SBab
NGC4376;G;12:25:18.06;+05:44:28.3;Vir;I
NGC4377;G;12:25:12.34;+14:45:43.8;Com;E-S0
NGC4378;G;12:25:18.10;+04:55:30.5;Vir;Sa
NGC4379;G;12:25:14.74;+15:36:26.9;Com;E-S0
NGC4380;G;12:25:22.17;+10:01:00.5;Vir;SABa
NGC4381;Dup;12:23:58.82;+48:46:46.1;CVn;
NGC4382;G;12:25:24.11;+18:11:29.4;Com;S0-a
NGC4383;G;12:25:25.52;+16:28:12.5;Com;Sa
NGC4384;G;12:25:11.98;+54:30:22.4;UMa;Sa
NGC4385;G;12:25:42.80;+00:34:21.4;Vir;S0-a
NGC4386;G;12:24:28.35;+75:31:44.1;Dra;S0
NGC4387;G;12:25:41.68;+12:48:37.9;Vir;E
NGC4388;G;12:25:46.75;+12:39:43.5;Vir;SBb
NGC4389;G;12:25:35.10;+45:41:04.8;CVn;SBbc
NGC4390;G;12:25:50.67;+10:27:32.6;Vir;Sc
NGC4391;G;12:25:18.79;+64:56:00.5;Dra;E-S0
NGC4392;G;12:25:18.96;+45:50:50.9;CVn;S0
NGC4393;G;12:25:51.23;+27:33:41.6;Com;Scd
NGC4394;G;12:25:55.53;+18:12:50.6;Com;SBb
NGC4395;G;12:25:48.86;+33:32:48.9;CVn;Sm
NGC4396;G;12:25:58.82;+15:40:17.3;Com;Scd
NGC4397;Other;12:25:58.16;+18:18:03.7;Com;
NGC4398;*;12:26:07.43;+10:41:09.9;Vir;
NGC4399;Other;12:25:43.01;+33:30:57.9;CVn;
NGC4400;Other;12:25:55.91;+33:30:53.4;CVn;
NGC4401;Other;12:25:57.57;+33:31:42.1;CVn;
NGC4402;G;12:26:07.65;+13:06:48.0;Vir;Sb
NGC4403;G;12:26:12.79;-07:41:05.8;Vir;SBab
NGC4404;G;12:26:16.21;-07:40:51.0;Vir;E-S0
NGC4405;G;12:26:07.15;+16:10:51.6;Com;S0-a
NGC4406;G;12:26:11.74;+12:56:46.4;Vir;E
NGC4407;G;12:26:32.25;+12:36:39.5;Vir;Sab
NGC4408;G;12:26:17.24;+27:52:16.2;Com;E
NGC4409;G;12:26:58.50;+02:29:39.7;Vir;SBc
NGC4410;GPair;12:26:28.86;+09:01:10.8;Vir;
NGC4410A;G;12:26:28.29;+09:01:11.5;Vir;Sa
NGC4410B;G;12:26:29.58;+09:01:09.2;Vir;S0-a
NGC4410C;G;12:26:35.50;+09:02:07.7;Vir;S0-a
NGC4411;G;12:26:30.10;+08:52:20.0;Vir;Sc
NGC4411B;G;12:26:47.23;+08:53:04.6;Vir;SABc
NGC4412;G;12:26:36.08;+03:57:52.9;Vir;Sb
NGC4413;Dup;12:26:32.25;+12:36:39.5;Vir;
NGC4414;G;12:26:27.10;+31:13:24.7;Com;Sc
NGC4415;G;12:26:40.49;+08:26:08.5;Vir;S0-a
NGC4416;G;12:26:46.72;+07:55:08.4;Vir;Sc
NGC4417;G;12:26:50.61;+09:35:03.3;Vir;S0
NGC4418;Dup;12:26:54.62;-00:52:39.4;Vir;
NGC4419;G;12:26:56.44;+15:02:50.6;Com;Sa
NGC4420;Dup;12:26:58.50;+02:29:39.7;Vir;
NGC4421;G;12:27:02.54;+15:27:41.3;Com;S0-a
NGC4422;G;12:27:12.11;-05:49:51.6;Vir;E-S0
NGC4423;G;12:27:08.97;+05:52:48.6;Vir;Sd
NGC4424;G;12:27:11.61;+09:25:14.4;Vir;Sa
NGC4425;G;12:27:13.33;+12:44:05.0;Vir;S0-a
NGC4426;**;12:27:10.53;+27:50:17.5;Com;
NGC4427;Dup;12:27:10.53;+27:50:17.5;Com;
NGC4428;G;12:27:28.30;-08:10:04.4;Vir;SABc
NGC4429;G;12:27:26.51;+11:06:27.8;Vir;S0-a
NGC4430;G;12:27:26.41;+06:15:46.0;Vir;Sb
NGC4431;G;12:27:27.38;+12:17:25.0;Vir;S0
NGC4432;G;12:27:32.97;+06:13:59.7;Vir;SABb
NGC4433;G;12:27:38.59;-08:16:42.3;Vir;SABa
NGC4434;G;12:27:36.68;+08:09:15.6;Vir;E
NGC4435;G;12:27:40.49;+13:04:44.2;Vir;S0
NGC4436;G;12:27:41.24;+12:18:57.2;Vir;S0
NGC4437;Dup;12:32:45.59;+00:06:54.1;Vir;
NGC4438;G;12:27:45.59;+13:00:31.8;Vir;Sa
NGC4439;OCl;12:28:26.35;-60:06:11.6;Cru;
NGC4440;G;12:27:53.57;+12:17:35.8;Vir;Sa
NGC4441;G;12:27:20.35;+64:48:05.4;Dra;S0-a
NGC4442;G;12:28:03.88;+09:48:13.4;Vir;S0
NGC4443;Dup;12:29:03.01;+13:11:01.5;Vir;
NGC4444;G;12:28:36.41;-43:15:42.3;Cen;SABb
NGC4445;G;12:28:15.93;+09:26:10.3;Vir;Sab
NGC4446;G;12:28:06.79;+13:54:42.3;Com;Sc
NGC4447;G;12:28:12.53;+13:53:57.2;Com;S0
NGC4448;G;12:28:15.43;+28:37:13.1;Com;SBab
NGC4449;G;12:28:11.10;+44:05:37.1;CVn;IB
NGC4450;G;12:28:29.63;+17:05:05.8;Com;Sab
NGC4451;G;12:28:40.55;+09:15:31.7;Vir;Sb
NGC4452;G;12:28:43.31;+11:45:18.1;Vir;S0
NGC4453;GPair;12:28:47.20;+06:30:27.0;Vir;
NGC4453 NED01;G;12:28:46.81;+06:30:43.2;Vir;Sbc
NGC4453 NED02;G;12:28:47.68;+06:30:12.8;Vir;Scd
NGC4454;G;12:28:50.75;-01:56:21.1;Vir;S0-a
NGC4455;G;12:28:44.11;+22:49:13.6;Com;SBcd
NGC4456;G;12:27:52.40;-30:05:52.4;Hya;Sbc
NGC4457;G;12:28:59.01;+03:34:14.1;Vir;S0-a
NGC4458;G;12:28:57.57;+13:14:30.8;Vir;E
NGC4459;G;12:29:00.01;+13:58:42.1;Com;S0
NGC4460;G;12:28:45.56;+44:51:51.2;CVn;S0-a
NGC4461;G;12:29:03.01;+13:11:01.5;Vir;S0-a
NGC4462;G;12:29:21.22;-23:09:58.9;Crv;SBab
NGC4463;OCl;12:29:55.22;-64:47:22.8;Mus;
NGC4464;G;12:29:21.29;+08:09:23.8;Vir;E-S0
NGC4465;G;12:29:23.54;+08:01:33.6;Vir;Sc
NGC4466;G;12:29:30.57;+07:41:47.1;Vir;Sb
NGC4467;G;12:29:30.25;+07:59:34.3;Vir;E
NGC4468;G;12:29:30.90;+14:02:56.7;Com;E-S0
NGC4469;G;12:29:28.03;+08:44:59.7;Vir;S0-a
NGC4470;G;12:29:37.78;+07:49:27.1;Vir;Sab
NGC4471;G;12:29:37.05;+07:55:57.9;Vir;E
